UTC Timestamp Start,UTC Timestamp End,Channel,Title,Description,Duration (Mins),Date (Local),Time (Local)
2025-10-08T22:25:00+00:00,2025-10-08T22:55:00+00:00,Virgin Media Four,Judge Judy,"Presided over by outspoken Judge Judith Sheindlin; with her no-nonsense, decisive approach to justice; she has established herself as a pop-culture icon for generations of viewers.",30,2025-10-08,11.25pm - 11.55pm
2025-10-08T22:55:00+00:00,2025-10-09T01:19:00+00:00,Virgin Media Four,This Morning,"A mix of celebrity interviews, entertainment news, current affairs discussions, a look at sports competitions, health columns, cooking tips and tricks, and more.",144,2025-10-08,11.55pm - 2.19am
2025-10-08T22:30:00+00:00,2025-10-08T23:20:00+00:00,Virgin Media More,UEFA Man In The Middle,"Episode 1 follows some of European football's top officials as they adapt to the introduction of VAR, giving their frank assessments of some of the most-talked-about decisions following its adopt...",50,2025-10-08,11.30pm - 12.20am
2025-10-07T23:20:00+00:00,2025-10-08T00:09:00+00:00,Virgin Media More,Best of u20's Six Nations 2025: Wales v Ireland,Ireland have had the edge over Wales at U20 level over the last number of years this time they head to Rodney Parade in Newport to try and maintain there,49,2025-10-08,12.20am - 1.09am
2025-10-08T12:15:00+00:00,2025-10-08T13:10:00+00:00,Virgin Media More,Classic Six Nations: England v France 2015,"England had their destiny in their own hands, beat France by 26 points and they were champions, fail and Ireland would pick up the trophy in Murrayfield.",55,2025-10-08,1.15pm - 2.10pm
2025-10-08T13:10:00+00:00,2025-10-08T13:35:00+00:00,Virgin Media More,Ronaldo: Classic Matches,Some the most classic and most memorable matches from Europe's premier club competition.,25,2025-10-08,2.10pm - 2.35pm
2025-10-08T13:35:00+00:00,2025-10-08T14:25:00+00:00,Virgin Media More,UEFA Man In The Middle,"Set during the Group Stage of the 2019/20 UEFA Champions League season, Episode 2 takes a deeper dive into the psychology of refereeing, as some of the top officials find themselves having to make the...",50,2025-10-08,2.35pm - 3.25pm
2025-10-08T14:25:00+00:00,2025-10-08T15:15:00+00:00,Virgin Media More,Scotland v Ireland,Ireland gained a narrow 3-point win over Scotland in last year's tie. They head to the Hive Stadium in Edinburgh in the final round of fixtures.,50,2025-10-08,3.25pm - 4.15pm
2025-10-08T15:15:00+00:00,2025-10-08T16:10:00+00:00,Virgin Media More,CL Finals Weekend Real Madrid v Atletico 2014,Some the most classic and most memorable matches from Europe's premier club competition.,55,2025-10-08,4.15pm - 5.10pm
2025-10-08T16:10:00+00:00,2025-10-08T17:05:00+00:00,Virgin Media More,UCL Defining Moment,Celebrating 65-years of European Cup & UEFA Champions League football. Using a combination of UEFA’s vast back-catalogue of archive footage and interviews with coaches and players this serie...,55,2025-10-08,5.10pm - 6.05pm
2025-10-08T17:05:00+00:00,2025-10-08T19:00:00+00:00,Virgin Media More,UEFA Champions League,Belgian side Brugge face Ligue 1 challengers Monaco in an intriguing league phase opener.,115,2025-10-08,6.05pm - 8.00pm
2025-10-08T19:00:00+00:00,2025-10-08T19:30:00+00:00,Virgin Media More,Messi: Goals,Some the most classic and most memorable matches from Europe's premier club competition.,30,2025-10-08,8.00pm - 8.30pm
2025-10-08T19:30:00+00:00,2025-10-08T20:00:00+00:00,Virgin Media More,Golf's Greatest Holes,"Ryder Cup captain Paul McGinley and TV's Chris Hollins takes viewers on a dream journey across Ireland, playing the courses they have always wanted to play.",30,2025-10-08,8.30pm - 9.00pm
2025-10-08T20:00:00+00:00,2025-10-08T20:50:00+00:00,Virgin Media More,The British Airways Killer,"Taking us inside the complex investigation into the murder of Joanna Simpson, this gripping true crime documentary explores how the marriage of a pilot and a wealthy heiress ended in bitter divorce an...",50,2025-10-08,9.00pm - 9.50pm
2025-10-08T20:50:00+00:00,2025-10-08T21:40:00+00:00,Virgin Media More,The Tower,"With her face all over the news, Lizzie decides to turn herself in. Despite Kieran’s attempts to stop her, she returns to London haunted by guilt. After Sarah returns from a search of Kieran&rsq...",50,2025-10-08,9.50pm - 10.40pm
2025-10-08T21:40:00+00:00,2025-10-08T23:15:00+00:00,Virgin Media More,Lewis,"When local businesswoman Andrea de Ritter is brutally bludgeoned to death, Lewis and Hathaway are called in to investigate what appears to be a blackmail plot gone wrong.",95,2025-10-08,10.40pm - 12.15am
2025-10-09T22:30:00+00:00,2025-10-09T23:30:00+00:00,Virgin Media One,Ireland's Unidentified Bodies,It is unknown how many unidentified remains lie across Ireland. This series follows the efforts of Forensic Scientists as they try to solve the mystery of a body without a name.,60,2025-10-09,11.30pm - 12.30am
2025-10-08T23:30:00+00:00,2025-10-09T00:00:00+00:00,Virgin Media One,Sport Stories: Gary Messett,"Ahead of the Summer Olympics and Paralympics, Ireland’s most decorated cerebral palsy footballer, Gary Messett, sits down with Tommy Martin to talk about a glittering career that had to overcome...",30,2025-10-09,12.30am - 1.00am
2025-10-09T00:00:00+00:00,2025-10-09T00:35:00+00:00,Virgin Media One,Sport Stories: Nina Carberry,"The first female jockey to ride a Cheltenham winner in 18 years, Nina Carberry reflects on a pioneering career, a life immersed in horseracing, and her role as an influence on other women.",35,2025-10-09,1.00am - 1.35am
2025-10-09T00:35:00+00:00,2025-10-09T01:24:00+00:00,Virgin Media One,Body In The Bin,"From an award-winning creative team, this one-off documentary reveals a chilling true crime story of honeytraps, greed, fraud, and ultimately, murder.",49,2025-10-09,1.35am - 2.24am
2025-10-09T04:25:00+00:00,2025-10-09T05:15:00+00:00,Virgin Media One,The Tonight Show,Comment and analysis on the big stories of the day in Ireland and abroad with a panel of guests covering the key issues.,50,2025-10-09,5.25am - 6.15am
2025-10-09T05:15:00+00:00,2025-10-09T06:00:00+00:00,Virgin Media One,The Six O'Clock Show,"A lively mix of celebrity chat with national and international guests, fabulous food from the country’s top Chefs, expert advice and all the unmissable stories making the headlines.",45,2025-10-09,6.15am - 7.00am
2025-10-09T06:00:00+00:00,2025-10-09T09:00:00+00:00,Virgin Media One,Ireland AM,"Ireland AM is the longest running daytime show in Ireland. Blending a mixture of lifestyle interviews and news content, with gardening, health, food and fashion seven days a week.",180,2025-10-09,7.00am - 10.00am
2025-10-09T09:00:00+00:00,2025-10-09T11:30:00+00:00,Virgin Media One,This Morning,"A mix of celebrity interviews, entertainment news, current affairs discussions, a look at sports competitions, health columns, cooking tips and tricks, and more.",150,2025-10-09,10.00am - 12.30pm
2025-10-09T11:30:00+00:00,2025-10-09T12:00:00+00:00,Virgin Media One,News at 12:30,"The latest national and international news stories from the Virgin Media News team, followed by sport and weather.",30,2025-10-09,12.30pm - 1.00pm
2025-10-09T12:00:00+00:00,2025-10-09T13:00:00+00:00,Virgin Media One,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-09,1.00pm - 2.00pm
2025-10-09T13:00:00+00:00,2025-10-09T14:00:00+00:00,Virgin Media One,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-09,2.00pm - 3.00pm
2025-10-09T14:00:00+00:00,2025-10-09T15:00:00+00:00,Virgin Media One,Loose Women,"Loose Women as they chat about news, issues and life in general.",60,2025-10-09,3.00pm - 4.00pm
2025-10-09T15:00:00+00:00,2025-10-09T15:30:00+00:00,Virgin Media One,Paul O'Grady: For the Love of Dogs,"The comedian follows the work of Battersea Dogs & Cats Home in London, meeting staff involved in treating, training and rehoming animals. In his first week, Paul helps with the arrival of a litter...",30,2025-10-09,4.00pm - 4.30pm
2025-10-09T15:30:00+00:00,2025-10-09T16:00:00+00:00,Virgin Media One,Judge Judy,"Presided over by outspoken Judge Judith Sheindlin; with her no-nonsense, decisive approach to justice; she has established herself as a pop-culture icon for generations of viewers.",30,2025-10-09,4.30pm - 5.00pm
2025-10-09T16:00:00+00:00,2025-10-09T16:30:00+00:00,Virgin Media One,Judge Judy,"Presided over by outspoken Judge Judith Sheindlin; with her no-nonsense, decisive approach to justice; she has established herself as a pop-culture icon for generations of viewers.",30,2025-10-09,5.00pm - 5.30pm
2025-10-09T16:30:00+00:00,2025-10-09T17:05:00+00:00,Virgin Media One,News at 5:30,The latest national and international news stories from the Virgin Media News team.,35,2025-10-09,5.30pm - 6.05pm
2025-10-09T17:05:00+00:00,2025-10-09T18:00:00+00:00,Virgin Media One,The Six O'Clock Show,"A lively mix of celebrity chat with national and international guests, fabulous food from the country’s top Chefs, expert advice and all the unmissable stories making the headlines.",55,2025-10-09,6.05pm - 7.00pm
2025-10-09T18:00:00+00:00,2025-10-09T18:30:00+00:00,Virgin Media One,News at 7,"The latest national and international news stories from the Virgin Media News team, followed by sport and weather.",30,2025-10-09,7.00pm - 7.30pm
2025-10-09T18:30:00+00:00,2025-10-09T19:00:00+00:00,Virgin Media One,Celtic Cosmos,Virgin Media News reporter Paul Quinn travels to the headquarters of the European Space Agency to meet the Irish scientists and technicians shaping the future of space exploration.,30,2025-10-09,7.30pm - 8.00pm
2025-10-09T19:00:00+00:00,2025-10-09T19:30:00+00:00,Virgin Media One,Tonight - Celebrity Scams: Are You At Risk?,Alex Beresford - whose identity has been used by scammers - investigates how criminals are using famous faces to deceive the public and how to protect ourselves.,30,2025-10-09,8.00pm - 8.30pm
2025-10-09T19:30:00+00:00,2025-10-09T20:00:00+00:00,Virgin Media One,Bradley Walsh & Son: Breaking Dad,"Bradley & Barney Walsh are back on the road together, this time experiencing the cultures of beautiful Asia on another epic adventure.",30,2025-10-09,8.30pm - 9.00pm
2025-10-09T20:00:00+00:00,2025-10-09T21:05:00+00:00,Virgin Media One,The Hack,"The true story behind one of the most explosive investigations, into the UK’s phone-hacking scandal and its surprising connection to a notorious, unsolved murder.",65,2025-10-09,9.00pm - 10.05pm
2025-10-09T21:05:00+00:00,2025-10-09T22:05:00+00:00,Virgin Media One,The Group Chat,"The famous trio are back. Richard Chambers, Gavan Reilly and Zara King sit down together and discuss the main news stories of the week in an extended round-table conversation.",60,2025-10-09,10.05pm - 11.05pm
2025-10-09T22:05:00+00:00,2025-10-09T23:05:00+00:00,Virgin Media One,The Tower,"Sarah and Elaine are called to a brutal hit-and-run, uncovering a disturbing link to their ongoing investigation. Kieran urges Lizzie not to reveal the secrets of Operation Perseus.",60,2025-10-09,11.05pm - 12.05am
2025-10-09T22:55:00+00:00,2025-10-09T23:50:00+00:00,Virgin Media Two,The Real Housewives of Dubai,"The drama is heating up as the dazzling women of Dubai navigate love, business empires and ever-evolving friendships, all while seeing who can shine brightest in the City of Gold.",55,2025-10-09,11.55pm - 12.50am
2025-10-08T23:50:00+00:00,2025-10-09T00:35:00+00:00,Virgin Media Two,The Real Housewives of Beverly Hills,Balancing their ever-evolving friendships with the demands of family life can be difficult while a string of shocking events proves living this large is more than meets the eye.,45,2025-10-09,12.50am - 1.35am
2025-10-09T00:35:00+00:00,2025-10-09T01:17:00+00:00,Virgin Media Two,The Real Housewives of Beverly Hills,Balancing their ever-evolving friendships with the demands of family life can be difficult while a string of shocking events proves living this large is more than meets the eye.,42,2025-10-09,1.35am - 2.17am
2025-10-09T05:15:00+00:00,2025-10-09T06:00:00+00:00,Virgin Media Two,The Chase Australia,"The Australian version of the quiz series where four contestants have to compete against a professional quizzer, known as the ""Chaser"", in order to win a cash prize.",45,2025-10-09,6.15am - 7.00am
2025-10-09T06:00:00+00:00,2025-10-09T07:00:00+00:00,Virgin Media Two,The Chase Australia,The Australian version of the hit TV game show.,60,2025-10-09,7.00am - 8.00am
2025-10-09T07:00:00+00:00,2025-10-09T08:00:00+00:00,Virgin Media Two,The Chase Australia,"The Australian version of the quiz series where four contestants have to compete against a professional quizzer, known as the ""Chaser"", in order to win a cash prize.",60,2025-10-09,8.00am - 9.00am
2025-10-09T08:00:00+00:00,2025-10-09T09:00:00+00:00,Virgin Media Two,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-09,9.00am - 10.00am
2025-10-09T09:00:00+00:00,2025-10-09T10:00:00+00:00,Virgin Media Two,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-09,10.00am - 11.00am
2025-10-09T10:00:00+00:00,2025-10-09T11:00:00+00:00,Virgin Media Two,The Chase Australia,"The Australian version of the quiz series where four contestants have to compete against a professional quizzer, known as the ""Chaser"", in order to win a cash prize.",60,2025-10-09,11.00am - 12.00pm
2025-10-09T11:00:00+00:00,2025-10-09T11:30:00+00:00,Virgin Media Two,Heathrow,"This documentary series follows the daily activity at Britain's largest international airport, London Heathrow.",30,2025-10-09,12.00pm - 12.30pm
2025-10-09T11:30:00+00:00,2025-10-09T12:00:00+00:00,Virgin Media Two,Heathrow,"This documentary series follows the daily activity at Britain's largest international airport, London Heathrow.",30,2025-10-09,12.30pm - 1.00pm
2025-10-09T12:00:00+00:00,2025-10-09T12:30:00+00:00,Virgin Media Two,Back To Mine,Hopeful singletons hunt for a potential partner by rifling through their homes before they have even met to choose one to invite on a date.,30,2025-10-09,1.00pm - 1.30pm
2025-10-09T12:30:00+00:00,2025-10-09T13:00:00+00:00,Virgin Media Two,Back To Mine,Hopeful singletons hunt for a potential partner by rifling through their homes before they have even met to choose one to invite on a date.,30,2025-10-09,1.30pm - 2.00pm
2025-10-09T13:00:00+00:00,2025-10-09T14:00:00+00:00,Virgin Media Two,Yes Chef,"Actress Sheree Murphy presents the cookery competition in which top chefs work with three amateur cooks, selecting one to partner them in the weekly final.",60,2025-10-09,2.00pm - 3.00pm
2025-10-09T14:00:00+00:00,2025-10-09T15:00:00+00:00,Virgin Media Two,The Chase,"Four players answer trivia questions. Then as a team, face a quiz champion (The Chaser) to win thousands of pounds in a timed final quiz. Bradley Walsh hosts.",60,2025-10-09,3.00pm - 4.00pm
