UTC Timestamp Start,UTC Timestamp End,Channel,Title,Description,Duration (Mins),Date (Local),Time (Local)
2025-10-09T01:00:00+00:00,2025-10-09T01:22:00+00:00,Virgin Media Three,Schitt's Creek,A married couple suddenly go bankrupt and the only remaining asset they have is an ugly small town named Schitt's Creek.,22,2025-10-09,2.00am - 2.22am
2025-10-09T06:25:00+00:00,2025-10-09T07:20:00+00:00,Virgin Media Three,Heartbeat,Ventress fears for his job and his sanity when Blaketon sees a man they certified dead 15 years ago. Meanwhile the villagers are sceptical when Vernon finds gainful employment.,55,2025-10-09,7.25am - 8.20am
2025-10-09T07:20:00+00:00,2025-10-09T07:50:00+00:00,Virgin Media Three,My Unique B&B,"All around the country lie unique spaces, in beautiful places: campervans; sheds, attics; caravans even horseboxes!  They are unloved and unused... until now!",30,2025-10-09,8.20am - 8.50am
2025-10-09T07:50:00+00:00,2025-10-09T08:50:00+00:00,Virgin Media Three,Wycliffe,Detective Superintendent Wycliffe heads an investigating team of officers brought in to solve the most intriguing of murder cases and uncovers a web of deceit and lies.,60,2025-10-09,8.50am - 9.50am
2025-10-09T08:50:00+00:00,2025-10-09T09:50:00+00:00,Virgin Media Three,The Deal Makers,"The show follows the biggest characters from the world of pawn broking as they uncover the stories behind, and the prospective value of, the most amazing objects being bought, sold and loaned against....",60,2025-10-09,9.50am - 10.50am
2025-10-09T09:50:00+00:00,2025-10-09T11:25:00+00:00,Virgin Media Three,Kavanagh QC,"John Thaw (Goodnight Mister Tom, Inspector Morse) dons the silks of a barrister as James Kavanagh QC, one of the most highly respected criminal advocates in London.",95,2025-10-09,10.50am - 12.25pm
2025-10-09T11:25:00+00:00,2025-10-09T12:25:00+00:00,Virgin Media Three,Judge Rinder Crime Stories,"Judge Rinder rules the courtroom in his own hit series, but now the respected barrister with a background in criminal defence is stepping out from behind the bench to take on real-life cases. (HD)",60,2025-10-09,12.25pm - 1.25pm
2025-10-09T12:25:00+00:00,2025-10-09T13:25:00+00:00,Virgin Media Three,Heartbeat,"Members of the local constabulary patrol the town of Ashfordly and the nearby village of Aidensfield in the North Riding of Yorkshire, keeping the peace whilst also dealing with local loveable rogues ...",60,2025-10-09,1.25pm - 2.25pm
2025-10-09T13:25:00+00:00,2025-10-09T14:25:00+00:00,Virgin Media Three,The Hotel Inspector,"Ever stayed at a hotel with less-than-satisfactory service, outdated décor, poor quality food, or an uncomfortable bed? Renowned hotelier and author Ruth Watson  is The Hotel Inspector, and she...",60,2025-10-09,2.25pm - 3.25pm
2025-10-09T14:25:00+00:00,2025-10-09T14:55:00+00:00,Virgin Media Three,Emmerdale,Carl and Lucas fighting at school starts a war. Charity hides her anxiety. Chas realises she neglected Liam’s issue.,30,2025-10-09,3.25pm - 3.55pm
2025-10-09T14:55:00+00:00,2025-10-09T15:25:00+00:00,Virgin Media Three,Coronation Street,"Abi and Carl strive to keep their affair under wraps at a Webster-Bailey gathering, Dev confides in Bernie about his anger towards Asha, and Brian is left shocked by Tim’s tales of his past.",30,2025-10-09,3.55pm - 4.25pm
2025-10-09T15:25:00+00:00,2025-10-09T15:55:00+00:00,Virgin Media Three,Coronation Street,"Abi and Carl strive to keep their affair under wraps at a Webster-Bailey gathering, Dev confides in Bernie about his anger towards Asha, and Brian is left shocked by Tim’s tales of his past.",30,2025-10-09,4.25pm - 4.55pm
2025-10-09T15:55:00+00:00,2025-10-09T16:55:00+00:00,Virgin Media Three,The Royal,"A new nurse arrives at the Royal and makes an immediate impact, while Ken and Alun cope with a farming family in trouble. Meanwhile Lizzie’s crash diet has disastrous consequences.",60,2025-10-09,4.55pm - 5.55pm
2025-10-09T16:55:00+00:00,2025-10-09T18:55:00+00:00,Virgin Media Three,Lewis,"As LEWIS (Kevin Whately) and HOBSON (Clare Holman) examine the body of murdered VICKI WALMSLEY (Tuppence Middleton), a theft of etorphine is reported by the Garsington Equine Centre. The drug was last...",120,2025-10-09,5.55pm - 7.55pm
2025-10-09T18:55:00+00:00,2025-10-09T20:00:00+00:00,Virgin Media Three,Heartbeat,"Members of the local constabulary patrol the town of Ashfordly and the nearby village of Aidensfield in the North Riding of Yorkshire, keeping the peace whilst also dealing with local loveable rogues ...",65,2025-10-09,7.55pm - 9.00pm
2025-10-09T20:00:00+00:00,2025-10-09T21:00:00+00:00,Virgin Media Three,Bletchley Circle,"In 1952, four women who worked at the wartime code-breaking centre, Bletchley Park, reunite to track down a serial killer.",60,2025-10-09,9.00pm - 10.00pm
2025-10-09T21:00:00+00:00,2025-10-09T22:15:00+00:00,Virgin Media Three,Shetland,Detective Inspector Jimmy Perez and his team investigate various criminal activities that take place in Shetland,75,2025-10-09,10.00pm - 11.15pm
2025-10-09T22:15:00+00:00,2025-10-09T22:45:00+00:00,Virgin Media Three,Faithless,"Despite downsizing, the Amins need to squeeze in a couple of unexpected house guests when Zu turns up with baby Ruby and Dymphna throws Cormac out. Sam admits to feeling lonely.",30,2025-10-09,11.15pm - 11.45pm
2025-10-09T22:45:00+00:00,2025-10-09T23:40:00+00:00,Virgin Media Three,Autopsy USA,Celebrity autopsy results are combined with the revelations of the late stars' friends and families to offer a comprehensive overview of the events leading up to the icons' untimely deaths.,55,2025-10-09,11.45pm - 12.40am
2025-10-09T22:55:00+00:00,2025-10-10T01:19:00+00:00,Virgin Media Four,This Morning,"A mix of celebrity interviews, entertainment news, current affairs discussions, a look at sports competitions, health columns, cooking tips and tricks, and more.",144,2025-10-09,11.55pm - 2.19am
2025-10-09T06:05:00+00:00,2025-10-09T06:55:00+00:00,Virgin Media Four,The Tonight Show,Comment and analysis on the big stories of the day in Ireland and abroad with a panel of guests covering the key issues.,50,2025-10-09,7.05am - 7.55am
2025-10-09T06:55:00+00:00,2025-10-09T07:50:00+00:00,Virgin Media Four,Best of Guinness Six Nations 2025: Ireland v France,Ireland play host to France in Dublin in a massive week 4 clash in the 2024 Guinness Six Nations.,55,2025-10-09,7.55am - 8.50am
2025-10-09T07:50:00+00:00,2025-10-09T08:50:00+00:00,Virgin Media Four,Loose Women,"Loose Women as they chat about news, issues and life in general.",60,2025-10-09,8.50am - 9.50am
2025-10-09T08:50:00+00:00,2025-10-09T10:50:00+00:00,Virgin Media Four,Vera,Detective Vera is obsessed with her work and fights her inner demons while solving cases with her trusted colleague Sergeant Joe.,120,2025-10-09,9.50am - 11.50am
2025-10-09T10:50:00+00:00,2025-10-09T11:50:00+00:00,Virgin Media Four,The Cube,"The Cube which tests contestants' ability, nerve and determination to win.",60,2025-10-09,11.50am - 12.50pm
2025-10-09T11:50:00+00:00,2025-10-09T12:50:00+00:00,Virgin Media Four,John & Lisa's Weekend Kitchen,"John Torode and Lisa Faulkner invite us into their kitchen for a morning of feel good food. Brimming with recipes, shortcuts, inspiration and tips from top chef John and champion cook Lisa, everyone i...",60,2025-10-09,12.50pm - 1.50pm
2025-10-09T12:50:00+00:00,2025-10-09T13:45:00+00:00,Virgin Media Four,The Six O'Clock Show,"A lively mix of celebrity chat with national and international guests, fabulous food from the country’s top Chefs, expert advice and all the unmissable stories making the headlines.",55,2025-10-09,1.50pm - 2.45pm
2025-10-09T13:45:00+00:00,2025-10-09T14:45:00+00:00,Virgin Media Four,Animal Emergency,"The UCD Veterinary Hospital, based in Dublin, is a unique environment that prides itself on its speciality services, delivered with modern equipment and cutting-edge technology, serving the veterinary...",60,2025-10-09,2.45pm - 3.45pm
2025-10-09T14:45:00+00:00,2025-10-09T15:55:00+00:00,Virgin Media Four,Hospital,"Packed with real-life drama, Hospital reveals the extraordinary dilemmas faced by NHS staff, all of which have profound consequences for those in their care.",70,2025-10-09,3.45pm - 4.55pm
2025-10-09T15:55:00+00:00,2025-10-09T17:00:00+00:00,Virgin Media Four,Wales: Land of the Wild,"This series was filmed over a year, it captures Wales' varied wildlife and stunning landscapes, from the north where there are rugged mountains to the west coast seabirds.",65,2025-10-09,4.55pm - 6.00pm
2025-10-09T17:00:00+00:00,2025-10-09T18:00:00+00:00,Virgin Media Four,The Deal Makers,"The show follows the biggest characters from the world of pawn broking as they uncover the stories behind, and the prospective value of, the most amazing objects being bought, sold and loaned against....",60,2025-10-09,6.00pm - 7.00pm
2025-10-09T18:00:00+00:00,2025-10-09T19:00:00+00:00,Virgin Media Four,Guess This House,"Home is where the heart is, but in this show, it’s all about the money. Four couples, who think they know the property market, snoop around a home and guess its worth.",60,2025-10-09,7.00pm - 8.00pm
2025-10-09T19:00:00+00:00,2025-10-09T20:00:00+00:00,Virgin Media Four,Storage Hoarders,It's time to say goodbye to the things with no value and turn forgotten collectibles into hard cash.,60,2025-10-09,8.00pm - 9.00pm
2025-10-09T20:00:00+00:00,2025-10-09T21:00:00+00:00,Virgin Media Four,The Cube,"The Cube which tests contestants' ability, nerve and determination to win.",60,2025-10-09,9.00pm - 10.00pm
2025-10-09T21:00:00+00:00,2025-10-09T22:00:00+00:00,Virgin Media Four,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-09,10.00pm - 11.00pm
2025-10-09T22:00:00+00:00,2025-10-09T22:25:00+00:00,Virgin Media Four,Judge Judy,"Presided over by outspoken Judge Judith Sheindlin; with her no-nonsense, decisive approach to justice; she has established herself as a pop-culture icon for generations of viewers.",25,2025-10-09,11.00pm - 11.25pm
2025-10-09T22:25:00+00:00,2025-10-09T22:55:00+00:00,Virgin Media Four,Judge Judy,"Presided over by outspoken Judge Judith Sheindlin; with her no-nonsense, decisive approach to justice; she has established herself as a pop-culture icon for generations of viewers.",30,2025-10-09,11.25pm - 11.55pm
2025-10-09T22:55:00+00:00,2025-10-10T00:35:00+00:00,Virgin Media Four,Love Island Games,Famous and favourite Islanders are about to play the game of love in a whole new way.,100,2025-10-09,11.55pm - 1.35am
2025-10-09T21:40:00+00:00,2025-10-09T23:15:00+00:00,Virgin Media More,Lewis,"When local businesswoman Andrea de Ritter is brutally bludgeoned to death, Lewis and Hathaway are called in to investigate what appears to be a blackmail plot gone wrong.",95,2025-10-09,10.40pm - 12.15am
2025-10-08T23:15:00+00:00,2025-10-09T00:05:00+00:00,Virgin Media More,UEFA Man In The Middle,"Set during the Group Stage of the 2019/20 UEFA Champions League season, Episode 2 takes a deeper dive into the psychology of refereeing, as some of the top officials find themselves having to make the...",50,2025-10-09,12.15am - 1.05am
2025-10-09T00:05:00+00:00,2025-10-09T00:51:00+00:00,Virgin Media More,Best of u20's Six Nations 2025: Italy v Ireland,Ireland scraped by Italy last year in tight 23-22 late victory. Neil Doak's side know the trip to Treviso will  be a tough ask.,46,2025-10-09,1.05am - 1.51am
2025-10-09T12:10:00+00:00,2025-10-09T13:05:00+00:00,Virgin Media More,France v Ireland 2014,"Brian O’Driscoll set the rugby world alight in Paris in 2000, but Ireland had not won in the Stade De France since then. In his final Ireland game could O’Driscoll help Ireland seal the Si...",55,2025-10-09,1.10pm - 2.05pm
2025-10-09T13:05:00+00:00,2025-10-09T13:30:00+00:00,Virgin Media More,Ronaldo: Real Madrid v Bayern Munich 2017,Some the most classic and most memorable matches from Europe's premier club competition.,25,2025-10-09,2.05pm - 2.30pm
2025-10-09T13:30:00+00:00,2025-10-09T14:25:00+00:00,Virgin Media More,UEFA Man In The Middle,"Episode 3 focuses on the start of the knockout phase of the 2019-20 UEFA Champions League season, with the referees having to deal with more than just football, as the COVID-19 pandemic sweeps across ...",55,2025-10-09,2.30pm - 3.25pm
2025-10-09T14:25:00+00:00,2025-10-09T15:15:00+00:00,Virgin Media More,Ireland v France,Ireland host France at the Kingspan Stadium in Belfast as they get their 2025 Six Nations campaign underway.,50,2025-10-09,3.25pm - 4.15pm
2025-10-09T15:15:00+00:00,2025-10-09T16:10:00+00:00,Virgin Media More,Classic UEFA Champions League: Juventus v Man United '99 UCL Semi Final,One of the most memorable European ties in Manchester United history as captain Roy Keane inspires Manchester United to a famous comeback and victory against European giants Juventus on the way to a f...,55,2025-10-09,4.15pm - 5.10pm
2025-10-09T16:10:00+00:00,2025-10-09T17:35:00+00:00,Virgin Media More,UCL Defining Moment,Celebrating 65-years of European Cup & UEFA Champions League football. Using a combination of UEFA’s vast back-catalogue of archive footage and interviews with coaches and players this serie...,85,2025-10-09,5.10pm - 6.35pm
2025-10-09T17:35:00+00:00,2025-10-09T19:00:00+00:00,Virgin Media More,UEFA Champions League,Newcastle head to Brussels to take on Union Saint-Gilloise in a historic Champions League night.,85,2025-10-09,6.35pm - 8.00pm
2025-10-09T19:00:00+00:00,2025-10-09T19:30:00+00:00,Virgin Media More,Ronaldo: Goals,Some the most classic and most memorable matches from Europe's premier club competition.,30,2025-10-09,8.00pm - 8.30pm
2025-10-09T19:30:00+00:00,2025-10-09T20:00:00+00:00,Virgin Media More,Golf's Greatest Holes,"Ryder Cup captain Paul McGinley and TV's Chris Hollins takes viewers on a dream journey across Ireland, playing the courses they have always wanted to play.",30,2025-10-09,8.30pm - 9.00pm
2025-10-09T20:00:00+00:00,2025-10-09T20:50:00+00:00,Virgin Media More,A Cruel Love: The Ruth Ellis Story,"Starring Lucy Boynton and based on Carol Ann Lee's acclaimed biography, this compelling true crime story reveals secret truths about the case which have remained hidden for decades and sheds new ...",50,2025-10-09,9.00pm - 9.50pm
2025-10-09T20:50:00+00:00,2025-10-09T21:40:00+00:00,Virgin Media More,The Great Inspo Home Adventure with James Kavanagh,"James Kavanagh, and partner William, continue their tour of inspirational homes. Visiting a house built for 25k; an extended Gate Lodge and spectacular home in the Burren.",50,2025-10-09,9.50pm - 10.40pm
2025-10-09T21:40:00+00:00,2025-10-09T22:30:00+00:00,Virgin Media More,Cooking With The Stars,"Hosted by Emma Willis and comedian Tom Allen, we pair eight celebrities with professional chefs who mentor, teach and, hopefully, take them from passionate amateurs to restaurant-level cooks. Each wee...",50,2025-10-09,10.40pm - 11.30pm
2025-10-09T22:30:00+00:00,2025-10-09T23:20:00+00:00,Virgin Media More,UEFA Man In The Middle,"Episode 3 focuses on the start of the knockout phase of the 2019-20 UEFA Champions League season, with the referees having to deal with more than just football, as the COVID-19 pandemic sweeps across ...",50,2025-10-09,11.30pm - 12.20am
2025-10-10T22:05:00+00:00,2025-10-10T23:05:00+00:00,Virgin Media One,The Tower,"Sarah and Elaine are called to a brutal hit-and-run, uncovering a disturbing link to their ongoing investigation. Kieran urges Lizzie not to reveal the secrets of Operation Perseus.",60,2025-10-10,11.05pm - 12.05am
2025-10-09T23:05:00+00:00,2025-10-10T00:05:00+00:00,Virgin Media One,Antisocial Ireland,Correspondent Sarah O'Connor delves into some of the reasons antisocial behaviour seems to be on the rise across Ireland and discusses efforts to help victims.,60,2025-10-10,12.05am - 1.05am
2025-10-10T00:05:00+00:00,2025-10-10T01:01:00+00:00,Virgin Media One,Million Pound Pawn,"With access to some of Britain’s most exclusive pawnbrokers, this premium factual series goes behind the scenes with the people who know how to turn a quick profit better than anyone else.",56,2025-10-10,1.05am - 2.01am
2025-10-10T04:25:00+00:00,2025-10-10T05:15:00+00:00,Virgin Media One,The Chase Australia,The Australian version of the hit TV game show.,50,2025-10-10,5.25am - 6.15am
2025-10-10T05:15:00+00:00,2025-10-10T06:00:00+00:00,Virgin Media One,The Six O'Clock Show,"A lively mix of celebrity chat with national and international guests, fabulous food from the country’s top Chefs, expert advice and all the unmissable stories making the headlines.",45,2025-10-10,6.15am - 7.00am
2025-10-10T06:00:00+00:00,2025-10-10T09:00:00+00:00,Virgin Media One,Ireland AM,"Ireland AM is the longest running daytime show in Ireland. Blending a mixture of lifestyle interviews and news content, with gardening, health, food and fashion seven days a week.",180,2025-10-10,7.00am - 10.00am
2025-10-10T09:00:00+00:00,2025-10-10T11:30:00+00:00,Virgin Media One,This Morning,"A mix of celebrity interviews, entertainment news, current affairs discussions, a look at sports competitions, health columns, cooking tips and tricks, and more.",150,2025-10-10,10.00am - 12.30pm
2025-10-10T11:30:00+00:00,2025-10-10T12:00:00+00:00,Virgin Media One,News at 12:30,"The latest national and international news stories from the Virgin Media News team, followed by sport and weather.",30,2025-10-10,12.30pm - 1.00pm
2025-10-10T12:00:00+00:00,2025-10-10T13:00:00+00:00,Virgin Media One,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-10,1.00pm - 2.00pm
2025-10-10T13:00:00+00:00,2025-10-10T14:00:00+00:00,Virgin Media One,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-10,2.00pm - 3.00pm
2025-10-10T14:00:00+00:00,2025-10-10T15:00:00+00:00,Virgin Media One,Heathrow,"Britain’s busiest airport opens its doors for an exclusive look at life inside one of the world’s most famous transport hubs. Cameras follow Heathrow’s army of 76,000 staff - from ba...",60,2025-10-10,3.00pm - 4.00pm
2025-10-10T15:00:00+00:00,2025-10-10T15:30:00+00:00,Virgin Media One,Paul O'Grady: For the Love of Dogs,"A heavily pregnant chihuahua-cross arrives at Battersea Dogs & Cats Home, and an X-ray shows four puppies - too many for such a small dog - so head vet Shaun decides a Caesarean section is the bes...",30,2025-10-10,4.00pm - 4.30pm
2025-10-10T15:30:00+00:00,2025-10-10T16:00:00+00:00,Virgin Media One,Judge Judy,"Presided over by outspoken Judge Judith Sheindlin; with her no-nonsense, decisive approach to justice; she has established herself as a pop-culture icon for generations of viewers.",30,2025-10-10,4.30pm - 5.00pm
2025-10-10T16:00:00+00:00,2025-10-10T16:30:00+00:00,Virgin Media One,Judge Judy,"Presided over by outspoken Judge Judith Sheindlin; with her no-nonsense, decisive approach to justice; she has established herself as a pop-culture icon for generations of viewers.",30,2025-10-10,5.00pm - 5.30pm
2025-10-10T16:30:00+00:00,2025-10-10T17:05:00+00:00,Virgin Media One,News at 5:30,The latest national and international news stories from the Virgin Media News team.,35,2025-10-10,5.30pm - 6.05pm
2025-10-10T17:05:00+00:00,2025-10-10T18:00:00+00:00,Virgin Media One,The Six O'Clock Show,"A lively mix of celebrity chat with national and international guests, fabulous food from the country’s top Chefs, expert advice and all the unmissable stories making the headlines.",55,2025-10-10,6.05pm - 7.00pm
2025-10-10T18:00:00+00:00,2025-10-10T18:30:00+00:00,Virgin Media One,News at 7,"The latest national and international news stories from the Virgin Media News team, followed by sport and weather.",30,2025-10-10,7.00pm - 7.30pm
2025-10-10T18:30:00+00:00,2025-10-10T19:00:00+00:00,Virgin Media One,Emmerdale,Nicola is devastated by the arrival of the police. Dawn is aghast at the situation. Have Bella and Kammy acted in haste?,30,2025-10-10,7.30pm - 8.00pm
2025-10-10T19:00:00+00:00,2025-10-10T19:30:00+00:00,Virgin Media One,Coronation Street,"Kevin tells Abi that she is no longer welcome at Number 13, Brian accuses Trisha of taking advantage of Tim, and Todd turns to Billy for support rather than Theo.",30,2025-10-10,8.00pm - 8.30pm
2025-10-10T19:30:00+00:00,2025-10-10T20:00:00+00:00,Virgin Media One,Coronation Street,"Kevin tells Abi that she is no longer welcome at Number 13, Brian accuses Trisha of taking advantage of Tim, and Todd turns to Billy for support rather than Theo.",30,2025-10-10,8.30pm - 9.00pm
2025-10-10T20:00:00+00:00,2025-10-10T21:05:00+00:00,Virgin Media One,Cold Water,"A normal man, in a normal marriage, finds himself in a far from normal situation when he falls under the influence of someone incredibly dangerous.",65,2025-10-10,9.00pm - 10.05pm
2025-10-10T21:05:00+00:00,2025-10-10T22:05:00+00:00,Virgin Media One,Gogglebox Ireland,"The cultural phenomenon returns as the nation’s sharpest armchair critics share their hilarious, heartfelt and honest reactions to Ireland’s favourite shows.",60,2025-10-10,10.05pm - 11.05pm
2025-10-10T22:05:00+00:00,2025-10-10T23:05:00+00:00,Virgin Media One,Romesh Ranganathan's Parents Evening,Romesh Ranganathan (and his mum) host the comedy game show in which celebrities team up with family members.,60,2025-10-10,11.05pm - 12.05am
2025-10-10T22:30:00+00:00,2025-10-10T23:45:00+00:00,Virgin Media Two,Love Island Games: Aftersun,Famous and favourite Islanders are about to play the game of love in a whole new way.,75,2025-10-10,11.30pm - 12.45am
2025-10-09T23:45:00+00:00,2025-10-10T00:40:00+00:00,Virgin Media Two,Vanderpump Rules,Lisa Vanderpump rules over her exclusive Hollywood restaurant and its lively and mischievous staff--with a platinum fist.,55,2025-10-10,12.45am - 1.40am
2025-10-10T00:40:00+00:00,2025-10-10T01:22:00+00:00,Virgin Media Two,Vanderpump Rules,Lisa Vanderpump rules over her exclusive Hollywood restaurant and its lively and mischievous staff--with a platinum fist.,42,2025-10-10,1.40am - 2.22am
2025-10-10T05:15:00+00:00,2025-10-10T06:00:00+00:00,Virgin Media Two,Tipping Point,Hit Quiz Series hosted by Ben Shepherd which sees four contestants do battle to win big cash prizes...,45,2025-10-10,6.15am - 7.00am
2025-10-10T06:00:00+00:00,2025-10-10T07:00:00+00:00,Virgin Media Two,The Chase Australia,The Australian version of the hit TV game show.,60,2025-10-10,7.00am - 8.00am
2025-10-10T07:00:00+00:00,2025-10-10T08:00:00+00:00,Virgin Media Two,Tipping Point,Hit Quiz Series hosted by Ben Shepherd which sees four contestants do battle to win big cash prizes...,60,2025-10-10,8.00am - 9.00am
2025-10-10T08:00:00+00:00,2025-10-10T09:00:00+00:00,Virgin Media Two,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-10,9.00am - 10.00am
2025-10-10T09:00:00+00:00,2025-10-10T10:00:00+00:00,Virgin Media Two,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-10,10.00am - 11.00am
2025-10-10T10:00:00+00:00,2025-10-10T11:00:00+00:00,Virgin Media Two,The Chase Australia,"The Australian version of the quiz series where four contestants have to compete against a professional quizzer, known as the ""Chaser"", in order to win a cash prize.",60,2025-10-10,11.00am - 12.00pm
2025-10-10T11:00:00+00:00,2025-10-10T11:30:00+00:00,Virgin Media Two,Heathrow,"This documentary series follows the daily activity at Britain's largest international airport, London Heathrow.",30,2025-10-10,12.00pm - 12.30pm
2025-10-10T11:30:00+00:00,2025-10-10T12:00:00+00:00,Virgin Media Two,Heathrow,"This documentary series follows the daily activity at Britain's largest international airport, London Heathrow.",30,2025-10-10,12.30pm - 1.00pm
2025-10-10T12:00:00+00:00,2025-10-10T12:30:00+00:00,Virgin Media Two,Back To Mine,Hopeful singletons hunt for a potential partner by rifling through their homes before they have even met to choose one to invite on a date.,30,2025-10-10,1.00pm - 1.30pm
2025-10-10T12:30:00+00:00,2025-10-10T13:00:00+00:00,Virgin Media Two,Back To Mine,Hopeful singletons hunt for a potential partner by rifling through their homes before they have even met to choose one to invite on a date.,30,2025-10-10,1.30pm - 2.00pm
2025-10-10T13:00:00+00:00,2025-10-10T14:00:00+00:00,Virgin Media Two,Yes Chef,"Actress Sheree Murphy presents the cookery competition in which top chefs work with three amateur cooks, selecting one to partner them in the weekly final.",60,2025-10-10,2.00pm - 3.00pm
2025-10-10T14:00:00+00:00,2025-10-10T15:00:00+00:00,Virgin Media Two,The Chase,"Four players answer trivia questions. Then as a team, face a quiz champion (The Chaser) to win thousands of pounds in a timed final quiz. Bradley Walsh hosts.",60,2025-10-10,3.00pm - 4.00pm
2025-10-10T15:00:00+00:00,2025-10-10T16:00:00+00:00,Virgin Media Two,Tipping Point,Hit Quiz Series hosted by Ben Shepherd which sees four contestants do battle to win big cash prizes...,60,2025-10-10,4.00pm - 5.00pm
2025-10-10T16:00:00+00:00,2025-10-10T17:00:00+00:00,Virgin Media Two,Tipping Point,Hit Quiz Series hosted by Ben Shepherd which sees four contestants do battle to win big cash prizes...,60,2025-10-10,5.00pm - 6.00pm
2025-10-10T17:00:00+00:00,2025-10-10T18:00:00+00:00,Virgin Media Two,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-10,6.00pm - 7.00pm
2025-10-10T18:00:00+00:00,2025-10-10T18:30:00+00:00,Virgin Media Two,Sports Gone Wrong,"From shocking meltdowns to all-out brawls, this series dives into the most chaotic and unexpected moments in sports history.",30,2025-10-10,7.00pm - 7.30pm
2025-10-10T18:30:00+00:00,2025-10-10T21:30:00+00:00,Virgin Media Two,Shamrock Rovers v Shelbourne,Shamrock Rovers will win the league if they can beat last season’s champions Shelbourne under the lights at Tallaght.,180,2025-10-10,7.30pm - 10.30pm
2025-10-10T21:30:00+00:00,2025-10-10T23:00:00+00:00,Virgin Media Two,Love Island Games,Famous and favourite Islanders are about to play the game of love in a whole new way.,90,2025-10-10,10.30pm - 12.00am
2025-10-10T22:45:00+00:00,2025-10-10T23:40:00+00:00,Virgin Media Three,Autopsy USA,Celebrity autopsy results are combined with the revelations of the late stars' friends and families to offer a comprehensive overview of the events leading up to the icons' untimely deaths.,55,2025-10-10,11.45pm - 12.40am
2025-10-09T23:40:00+00:00,2025-10-10T00:10:00+00:00,Virgin Media Three,Schitt's Creek,A married couple suddenly go bankrupt and the only remaining asset they have is an ugly small town named Schitt's Creek.,30,2025-10-10,12.40am - 1.10am
2025-10-10T00:10:00+00:00,2025-10-10T00:39:00+00:00,Virgin Media Three,Schitt's Creek,A married couple suddenly go bankrupt and the only remaining asset they have is an ugly small town named Schitt's Creek.,29,2025-10-10,1.10am - 1.39am
2025-10-10T06:00:00+00:00,2025-10-10T06:55:00+00:00,Virgin Media Three,Heartbeat,"Mike discovers there is more to a wealthy couple than just ""happy families"" an Vernon is afraid that his dabble with hypnotism has sent David barking mad.",55,2025-10-10,7.00am - 7.55am
2025-10-10T06:55:00+00:00,2025-10-10T07:25:00+00:00,Virgin Media Three,Marcus Wareing: Tales from a Kitchen Garden,"This series follows Marcus - chef extraordinaire and successful restaurateur - as he follows his dream of living, and cooking, in the English countryside.",30,2025-10-10,7.55am - 8.25am
2025-10-10T07:25:00+00:00,2025-10-10T08:30:00+00:00,Virgin Media Three,Wycliffe,Detective Superintendent Wycliffe heads an investigating team of officers brought in to solve the most intriguing of murder cases and uncovers a web of deceit and lies.,65,2025-10-10,8.25am - 9.30am
2025-10-10T08:30:00+00:00,2025-10-10T09:30:00+00:00,Virgin Media Three,The Deal Makers,"The show follows the biggest characters from the world of pawn broking as they uncover the stories behind, and the prospective value of, the most amazing objects being bought, sold and loaned against....",60,2025-10-10,9.30am - 10.30am
2025-10-10T09:30:00+00:00,2025-10-10T11:10:00+00:00,Virgin Media Three,Kavanagh QC,"John Thaw (Goodnight Mister Tom, Inspector Morse) dons the silks of a barrister as James Kavanagh QC, one of the most highly respected criminal advocates in London.",100,2025-10-10,10.30am - 12.10pm
2025-10-10T11:10:00+00:00,2025-10-10T12:10:00+00:00,Virgin Media Three,Judge Rinder Crime Stories,"Judge Rinder rules the courtroom in his own hit series, but now the respected barrister with a background in criminal defence is stepping out from behind the bench to take on real-life cases. (HD)",60,2025-10-10,12.10pm - 1.10pm
2025-10-10T12:10:00+00:00,2025-10-10T13:10:00+00:00,Virgin Media Three,Heartbeat,"Members of the local constabulary patrol the town of Ashfordly and the nearby village of Aidensfield in the North Riding of Yorkshire, keeping the peace whilst also dealing with local loveable rogues ...",60,2025-10-10,1.10pm - 2.10pm
2025-10-10T13:10:00+00:00,2025-10-10T14:10:00+00:00,Virgin Media Three,The Hotel Inspector,"Ever stayed at a hotel with less-than-satisfactory service, outdated décor, poor quality food, or an uncomfortable bed? Renowned hotelier and author Ruth Watson  is The Hotel Inspector, and she...",60,2025-10-10,2.10pm - 3.10pm
2025-10-10T14:10:00+00:00,2025-10-10T14:40:00+00:00,Virgin Media Three,Dr Ranj On Call,"In this weekly magazine show, Dr Ranj, resident doctor on ITV's This Morning and star of Strictly 2018, goes back to his roots as a medical professional, aiming to galvanise the British nation in...",30,2025-10-10,3.10pm - 3.40pm
2025-10-10T14:40:00+00:00,2025-10-10T15:10:00+00:00,Virgin Media Three,Don't Look Back In Anger,"In a series of 20 half hours, we chronicle the news and highlights of the last 20 years in this archive and music-based series.",30,2025-10-10,3.40pm - 4.10pm
